POSTED_BY,BHK_OR_RK,UNDER_CONSTRUCTION,RERA,BHK_NO.,READY_TO_MOVE,RESALE,SQUARE_FT,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),ADDRESS
Dealer,BHK,1,1,2,0,1,923.7875289,28.359199,76.836683,120,"Sector-63A Gurgaon,Gurgaon"
Dealer,BHK,0,0,3,1,1,1657.275439,12.9223,77.5532,100,"Banashankari Stage VI,Bangalore"
Dealer,BHK,0,0,2,1,1,680,19.1759,72.9522,170,"Mulund (West),Lalitpur"
Owner,BHK,0,0,2,1,1,1100.478469,22.3301,73.1611,23,"Gorwa,Vadodara"
Dealer,BHK,0,1,3,1,0,1701.694915,21.152442,81.090184,50.2,"Bhatagaon,Raipur"
Owner,BHK,0,0,1,1,1,451.0309278,28.689982,77.339807,14,"Shalimar Garden Extension II,Ghaziabad"
Dealer,BHK,0,0,3,1,1,2727.856226,22.54111,88.33778,85,"Rajarhat,Kolkata"
Owner,BHK,0,0,2,1,1,1000,18.11667,83.41667,30,"Cantonment,Vizianagaram"
Dealer,BHK,0,0,3,1,1,1790.18976,28.388225,76.946376,100,"Sector-81 Gurgaon,Gurgaon"
Owner,BHK,0,0,2,1,1,1100.352113,22.598675,88.438512,25,"Patuli GhoshPara,Kolkata"
Dealer,BHK,0,1,2,1,1,1232.162459,28.381971,77.347688,44.9,"Sector 80 Faridabad,Faridabad"
Dealer,BHK,0,0,1,1,1,497.988891,26.13722,91.62778,26,"Dharapur,Guwahati"
Owner,BHK,0,0,3,1,1,1726.017442,12.995285,77.766797,95,"Kadugodi,Bangalore"
Dealer,BHK,1,1,3,0,1,1320.052802,18.5438,73.9438,110,"Kharadi,Pune"
Owner,BHK,0,0,2,1,1,990.0990099,21.250076,81.660749,25,"New Shanti Nagar,Raipur"
Dealer,BHK,0,0,1,1,1,675.0441375,24.69028,78.41889,65,"Sector-35G Kharghar,Lalitpur"
Owner,BHK,0,0,2,1,1,674.0361283,10.5339,76.2085,25,"Punkunnam,Thrissur"
Dealer,BHK,0,0,1,1,1,775.1114886,28.543278,77.358896,36.5,"Sector-99 Noida,Noida"
Dealer,BHK,0,0,2,1,1,718.1042049,19.12,72.91,180,"Powai,Lalitpur"
Dealer,BHK,1,1,4,0,1,3200,28.429614,77.481711,180,"Sector-150 Noida,Noida"
Owner,BHK,0,1,2,1,1,945.1795841,24.586021,80.787404,30,"Giduri,Satna"
Dealer,BHK,0,1,2,1,1,1089.028042,20.07911,73.911636,160,"Laxmi Nagar,Maharashtra"
Dealer,BHK,0,1,2,1,1,942.1518749,12.96991,77.59796,50,"Mysore Road,Bangalore"
Dealer,BHK,0,0,2,1,1,1370,19.980678,79.297436,82.2,"Nirman Nagar,Jaipur"
Owner,BHK,0,0,2,1,1,1265.111049,9.90708,78.102316,90,"Andalpuram,Madurai"
Dealer,BHK,0,0,3,1,1,1394.31121,24.69028,78.41889,100,"Dhokali,Lalitpur"
Dealer,BHK,1,0,2,0,1,800,12.80009,77.71182,27,"Chandapura,Bangalore"
Dealer,BHK,1,1,3,0,1,1505.144771,30.662283,76.822397,62.9,"Zirakpur,Chandigarh"
Owner,BHK,0,0,3,1,1,1067.270375,25.232239,71.392013,33,"Shiv Mandir,Siliguri"
Owner,BHK,0,0,3,1,1,1400.059577,12.913771,77.768321,94,"Kathreguppe,Bangalore"
Dealer,BHK,0,0,1,1,1,728.9473684,26.807408,75.838659,27.7,"Pratap Nagar,Jaipur"
Dealer,BHK,0,1,3,1,0,1293.103448,26.900926,75.775927,37.5,"Raj Nagar Extension,Ghaziabad"
Builder,BHK,1,1,3,0,0,106469.0027,24.69028,78.41889,9480,"Vishrantwadi,Lalitpur"
Dealer,BHK,0,0,3,1,1,2939.624633,28.403138,77.070052,390,"Sector-65 Gurgaon,Gurgaon"
Dealer,BHK,0,1,2,1,1,1431.068385,30.661104,76.746082,65.5,"Sector-66A Mohali,Mohali"
Owner,BHK,0,0,3,1,1,1350.063532,12.96991,77.59796,85,"BTM 1st Stage,Bangalore"
Owner,BHK,0,0,1,1,1,750.1630789,21.189685,72.841062,23,"Pal Gam,Surat"
Dealer,BHK,0,1,3,1,1,1170.074459,24.69028,78.41889,99,"Ghodbunder Road,Lalitpur"
Owner,BHK,0,0,2,1,1,1121.076233,24.69028,78.41889,45,"Dixit Nagar,Lalitpur"
Dealer,BHK,0,0,4,1,1,1904.761905,30.714837,76.751896,100,"Sector-44 Chandigarh,Chandigarh"
Dealer,BHK,0,0,4,1,1,7054.132802,28.388225,76.946376,460,"Sector-81 Gurgaon,Gurgaon"
Dealer,BHK,0,0,2,1,1,950.0285009,19.1758,72.8643,150,"Malad (East),Maharashtra"
Owner,BHK,0,0,2,1,1,969.9321048,12.852041,77.616315,40,"Mylasandra,Bangalore"
Dealer,BHK,0,0,1,1,1,636.0078278,19.038205,73.06612,52,"Sector 35I Kharghar,Mumbai"
Dealer,BHK,0,0,4,1,1,4578.507945,12.929162,77.629041,340,"Sathya Sai Layout,Bangalore"
Owner,BHK,0,0,1,1,1,700.0259269,18.5823,73.983,27,"Wagholi,Pune"
Dealer,BHK,0,0,3,1,1,1859.637775,19.218498,72.992114,230,"Majiwada,Lalitpur"
Owner,BHK,0,0,3,1,1,1700.186606,31.097061,77.154897,82,"ISBT Tutikandi,Shimla"
Dealer,BHK,0,0,3,1,0,1847.187238,28.397468,76.945489,110,"Sector-86 Gurgaon,Gurgaon"
Dealer,BHK,0,1,1,1,0,509.5541401,18.966114,73.148278,40,"Panvel,Maharashtra"
Dealer,BHK,0,0,3,1,1,1427.424391,22.56972,88.36972,160,"Prince Anwar Shah Rd.,Kolkata"
Owner,BHK,0,0,2,1,1,715.0518413,26.532207,75.520538,20,"Jaisinghpura,Jaipur"
Owner,BHK,0,0,3,1,1,1393.214227,19.062322,72.880754,85,"Nehru Nagar,Bangalore"
Owner,BHK,0,0,2,1,1,900.3215434,30.768683,76.650876,22.4,"Sector-127 Mohali,Mohali"
Dealer,BHK,0,0,2,1,1,1000,19.18,72.96333,120,"Thane West,Mumbai"
Owner,BHK,0,0,2,1,1,800,26.209302,78.194369,35,"City Center,Gwalior"
Dealer,BHK,1,0,1,0,1,445.0304928,20.084522,72.900306,54,"Kasar vadavali,Maharashtra"
Owner,BHK,0,0,2,1,1,1125.175809,12.96991,77.59796,56,"Bandepalya,Bangalore"
Dealer,BHK,0,0,2,1,1,1015.113918,19.283359,72.864964,90,"Mira Road,Maharashtra"
Owner,BHK,0,1,2,1,1,1200.417537,23.185756,77.498465,23,"Katara Hills,Bhopal"
Dealer,BHK,0,1,1,1,1,1060.147122,13.23,77.7,49,"Devanahalli,Bangalore"
Owner,BHK,0,0,3,1,1,1654.846336,9.930471,76.271273,70,"Kakkanad,Kochi"
Dealer,BHK,0,0,3,1,1,1175.121811,22.54111,88.33778,41,"Rajarhat,Kolkata"
Owner,BHK,0,0,1,1,1,412.0213282,20.379289,72.932048,8.5,"Khodiyar Nagar,Vapi"
Dealer,BHK,0,0,3,1,1,1877.435352,22.340396,73.19706,53,"Sama Savli Road,Vadodara"
Dealer,BHK,1,0,2,0,1,1150.121065,50.817397,4.42145,38,"TC Palaya,Bangalore"
Owner,BHK,0,0,2,1,1,910.0529101,22.281878,70.752639,43,"Vimal Nagar,Rajkot"
Builder,BHK,1,1,2,0,0,1080,13.010349,77.712151,32.4,"KR Puram,Bangalore"
Dealer,BHK,0,1,3,1,1,1902.843071,12.96991,77.59796,170,"Binny Pete,Bangalore"
Owner,BHK,0,0,1,1,1,850.4606662,22.1764,75.8193,12,"Bicholi Mardana,Indore"
Dealer,BHK,1,1,2,0,1,1051.223242,19.18,72.96333,110,"Thane West,Lalitpur"
Dealer,BHK,0,1,2,1,1,945.0617925,24.69028,78.41889,91,"Ghodbunder Road,Lalitpur"
Owner,BHK,1,0,2,0,1,570.0958798,23.259859,77.427777,22,"Ashoka Garden,Bhopal"
Dealer,BHK,0,0,2,1,1,1050.070432,19.049989,73.077321,82,"Sector 19 Ulwe,Maharashtra"
Dealer,BHK,0,1,2,1,1,1785.060417,19.1145,72.8712,390,"Andheri (East),Mumbai"
Owner,BHK,0,0,2,1,1,800,22.403867,88.470006,35,"Garia,Kolkata"
Owner,BHK,0,0,2,1,1,750.0551511,12.919987,77.489265,34,"Kengeri,Bangalore"
Dealer,BHK,0,0,2,1,1,1129.908619,28.409274,77.322293,91.5,"Sector-16 Ulwe,Lalitpur"
Builder,BHK,1,1,4,0,0,2857.142857,22.1764,75.8193,120,"Bicholi Mardana,Indore"
Dealer,BHK,0,0,2,1,1,896.6801117,30.662283,76.822397,28.9,"Zirakpur,Chandigarh"
Owner,BHK,0,0,2,1,1,900.116144,16.198332,77.34239,31,"Udaya Nagar,Bangalore"
Owner,BHK,0,0,3,1,1,1870.32419,28.874383,77.113251,75,"Kundli,Sonipat"
Owner,BHK,0,0,2,1,1,1288.102262,13.0306,77.6485,78.6,"Hennur Road,Bangalore"
Dealer,BHK,1,1,4,0,1,2461.538462,26.91868,75.750399,160,"Vaishali Nagar,Jaipur"
Dealer,BHK,0,0,2,1,1,1066.408143,22.288976,73.128222,22,"Bhayli,Vadodara"
Dealer,BHK,0,0,4,1,1,4299.996417,19.139348,72.820458,1200,"Andheri (West),Mumbai"
Dealer,BHK,1,1,2,0,0,816.8491699,19.0167,72.8167,370,"Worli,Lalitpur"
Dealer,BHK,0,0,2,1,1,1261.625556,28.874383,77.113251,31.2,"Kundli,Sonipat"
Owner,BHK,0,0,2,1,1,1160.092807,13.0583,77.5732,45,"Kodigehalli,Bangalore"
Dealer,BHK,1,1,2,0,1,828.7063893,12.91668,77.59196,100,"Kurar Village,Lalitpur"
Owner,BHK,0,1,3,1,1,2015.021066,13.010349,77.712151,110,"KR Puram,Bangalore"
Dealer,BHK,0,0,3,1,1,2765.784114,26.928785,75.828002,67.9,"Ajmer Road,Jaipur"
Dealer,BHK,0,0,2,1,1,790.0334245,12.863492,77.74143,26,"Phase 1 Kammasandra,Bangalore"
Builder,BHK,0,0,3,1,0,1358.024691,13.09,80.27,110,"Ekkaduthangal,Chennai"
Owner,BHK,0,0,1,1,1,850.1594049,21.800275,72.604993,24,"Harinagar,Surat"
Dealer,BHK,0,0,2,1,1,1115.075825,18.973908,73.025106,100,"Sector 21 Ulwe,Mumbai"
Dealer,BHK,0,0,1,1,1,406.3088686,20.742166,80.104602,110,"DN Nagar,Maharashtra"
Dealer,BHK,0,0,2,1,1,1080.080235,22.519728,88.38573,70,"Kasba,Kolkata"
Dealer,BHK,0,1,4,1,1,3621.234302,12.96991,77.59796,470,"Nagavarapalya,Bangalore"
Dealer,BHK,1,1,6,0,1,10050.25126,28.548382,77.327819,1200,"Sector-124 Noida,Noida"
Dealer,BHK,0,0,3,1,1,1150.0069,19.05871,72.89969,250,"Chembur,Maharashtra"
Owner,BHK,0,1,3,1,1,2489.40678,12.980033,77.699328,94,"Doddanekundi,Bangalore"
Dealer,BHK,1,0,3,0,1,1894.179894,25.3945,81.8615,53.7,"Naini,Allahabad"
Dealer,BHK,0,0,4,1,1,4000,28.644695,77.338956,140,"Sector-4 Vaishali,Ghaziabad"
Dealer,BHK,0,1,2,1,1,1269.146608,22.727017,75.934041,40.6,"Bicholi Hapsi,Indore"
Owner,BHK,0,1,4,1,1,3458.366587,28.560719,77.386208,260,"Sector-78 Noida,Noida"
Builder,BHK,0,1,2,1,0,835.2668213,29.9055,75.2547,25.2,"Naya Raipur,Raipur"
Owner,BHK,0,0,2,1,1,1185.146168,22.54111,88.33778,90,"Rajarhat,Kolkata"
Dealer,BHK,0,0,3,1,1,1289.872756,13.23,77.7,74,"Devanahalli,Bangalore"
Dealer,BHK,0,0,3,1,1,2100,11.931023,79.828222,210,"MG Road,Kochi"
Dealer,BHK,0,0,4,1,1,3167.898627,21.189685,72.841062,150,"Pal Gam,Surat"
Owner,BHK,0,0,4,1,1,433333.3333,9.893479,76.408774,65,"Mulanthuruthy,Kochi"
Builder,BHK,0,0,2,1,1,845.007783,12.9974,80.0966,38,"Kundrathur,Chennai"
Dealer,BHK,0,0,1,1,1,850,21,77,27.2,"ZAGADE WASTI,Pune"
Dealer,BHK,1,1,2,0,1,923.0100988,24.69028,78.41889,85,"Ghodbunder Road,Lalitpur"
Owner,BHK,0,0,3,1,1,1490.312966,16.531879,80.670951,60,"Ramavarappadu,Vijayawada"
Owner,BHK,0,0,3,1,1,1480.019734,26.222384,85.862108,60,"Radha Vihar,Jaipur"
Owner,BHK,0,0,3,1,1,1510.159253,12.8706,77.6279,110,"Begur Road,Bangalore"
Dealer,BHK,1,1,1,0,1,453.0166793,24.69028,78.41889,66,"Kolshet Road,Lalitpur"
Dealer,BHK,0,0,2,1,0,999.6079969,22.12947,73.41756,25.5,"Dabhoi,Vadodara"
Owner,BHK,0,0,2,1,1,1000,21.105779,79.078497,30,"Narendra Nagar,Nagpur"
Owner,BHK,0,0,3,1,1,1350.135014,12.840956,77.659441,60,"Electronics City Phase 1,Bangalore"
Dealer,BHK,0,0,3,1,1,1231.578947,12.88784,77.654131,46.8,"Kudlu,Bangalore"
Dealer,BHK,1,1,2,0,0,829.8850575,13.034709,80.105584,36.1,"Mangadu,Chennai"
Dealer,BHK,0,0,2,1,1,1069.782752,28.629811,77.434197,32.5,"Crossing Republik,Ghaziabad"
Dealer,BHK,0,0,1,1,1,610.0273241,19.147866,72.932609,96,"Bhandup (West),Maharashtra"
Dealer,BHK,0,0,4,1,1,2030.205496,30.698017,76.679016,82,"Sector-91 Mohali,Mohali"
Dealer,BHK,0,0,2,1,1,978.7377658,28.368269,77.37273,29,"Sector 77 Faridabad,Faridabad"
Dealer,BHK,1,1,3,0,1,1503.225806,26.91868,75.750399,46.6,"Vaishali Nagar,Jaipur"
Dealer,BHK,1,1,2,0,1,804.8649615,12.808137,77.58308,45,"Bannerghatta Road,Bangalore"
Owner,BHK,0,0,3,1,1,1400.051854,20.277511,85.810411,54,"Gopabandhu Nagar,Berhampur"
Dealer,BHK,0,1,2,1,1,1251.091068,21.235342,72.917751,43,"Sarthana Jakatnaka,Surat"
Dealer,BHK,0,0,3,1,1,1850.424056,28.2102,76.8606,48,"Alwar Bypass Road,Bhiwadi"
Owner,BHK,0,0,2,1,1,711.0877008,12.732961,77.707059,27,"Anekal,Bangalore"
Owner,BHK,0,0,1,1,1,540.0540054,28.689982,77.339807,24,"Shalimar Garden Extension I,Ghaziabad"
Dealer,BHK,0,0,2,1,1,748,22.617564,88.427982,18.7,"Baguihati,Kolkata"
Dealer,BHK,0,0,2,1,1,1166.039111,12.96991,77.59796,96,"Yemlur,Bangalore"
Dealer,BHK,0,0,2,1,1,943.057302,19.12,72.91,210,"Powai,Mumbai"
Dealer,BHK,0,0,3,1,1,1700.071582,22.221142,88.281267,190,"Hazra Road,Kolkata"
Dealer,BHK,0,0,4,1,1,2175.202689,26.900926,75.775927,110,"Raj Nagar Extension,Ghaziabad"
Owner,BHK,1,0,3,0,1,2181.818182,12.9259,77.6229,240,"S T Bed colony koramangala,Bangalore"
Owner,BHK,0,0,3,1,1,1700.071582,27.56667,80.68333,95,"Sitapur National Highway,Lucknow"
Owner,BHK,0,0,2,1,1,1080.246914,26.157856,91.827348,35,"Satgaon,Guwahati"
Owner,BHK,0,0,3,1,1,1276.127613,13.04034,77.591347,58,"Hebbal,Bangalore"
Dealer,BHK,0,1,3,1,1,2735.016019,12.96991,77.59796,350,"Dairy Circle,Bangalore"
Dealer,BHK,0,1,2,1,1,988.0395216,19.12,72.91,190,"Powai,Lalitpur"
Dealer,BHK,0,0,3,1,1,935.0788138,22.5,88.35,35,"Tollygunge,Kolkata"
Dealer,BHK,0,0,1,1,1,550.0207555,19.050992,73.017947,53,"Sector-23 Juinagar,Mumbai"
Dealer,BHK,1,1,2,0,1,1094.890511,30.684523,76.691728,51,"Sector-88 Mohali,Mohali"
Dealer,BHK,0,0,5,1,1,6397.725253,28.488415,77.285903,360,"Suraj Kund,Faridabad"
Dealer,BHK,0,1,2,1,1,1150.01465,27.16726,75.709505,78.5,"Keshav Nagar,Pune"
Owner,BHK,0,0,2,1,1,936.1348034,10.999392,76.997254,45,"Ramanathapuram,Coimbatore"
Dealer,BHK,0,1,2,1,1,1150.030066,18.5993,73.7625,76.5,"Wakad,Pune"
Dealer,BHK,1,1,4,0,1,3810.431055,13.04034,77.591347,320,"Hebbal,Bangalore"
Owner,BHK,1,0,2,0,1,1173.020528,10.036626,77.482482,84,"Telephone Nagar,Chennai"
Dealer,BHK,0,0,4,1,0,2541.699762,12.925027,80.235348,160,"Karapakkam,Chennai"
Dealer,BHK,0,0,2,1,1,950.1648245,28.535783,77.400502,49,"Sector-51 Noida,Noida"
Owner,BHK,0,0,2,1,1,1045.12276,12.985206,77.663799,63,"Suddaguntepalya,C V Raman Nagar,Bangalore"
Dealer,BHK,0,0,3,1,1,1969.667126,18.5853,73.7413,100,"Hinjewadi Phase 1,Pune"
Dealer,BHK,0,0,2,1,1,930.0661778,20.042481,74.473635,52,"Mhasoba Nagar,Pune"
Dealer,BHK,0,0,2,1,1,1071.080818,19.2167,73.0833,55,"Dombivli (East),Lalitpur"
Dealer,BHK,1,1,3,0,1,1400.208986,30.651192,76.755011,67,"Sector-66b Mohali,Mohali"
Dealer,BHK,0,0,2,1,0,1176.470588,30.387136,75.865105,200,"Mahesh Nagar,Mumbai"
Dealer,BHK,0,0,4,1,1,1925.925926,30.692243,76.750614,130,"Sector-49 Chandigarh,Chandigarh"
Owner,BHK,0,0,2,1,1,1053.001053,23.19635,72.633149,30,"G-303, Mahalaxmi 2, Pethapur Crossing, Gandhinagar,Gandhinagar"
Owner,BHK,0,0,2,1,1,1051.156272,12.96991,77.59796,45,"Lake City,Bangalore"
Dealer,BHK,1,1,2,0,1,988.5365491,18.510418,73.781944,66.4,"Bavdhan,Pune"
Dealer,BHK,0,0,2,1,1,1300.034211,11,76.96667,38,"Selvapuram,Coimbatore"
Dealer,BHK,1,1,2,0,1,850.0028333,24.69028,78.41889,150,"Balkum,Lalitpur"
Owner,BHK,0,0,2,1,1,948.6166008,28.66667,77.41667,31.2,"NH-24 Highway,Ghaziabad"
Owner,BHK,0,0,3,1,1,1760.198799,9.930471,76.271273,85,"Kakkanad,Kochi"
Owner,BHK,0,0,2,1,1,850.1259446,28.21,76.87,27,"Alwar Bhiwadi Road,Bhiwadi"
Dealer,BHK,0,1,1,1,1,654.9646319,19.049989,73.077321,50,"Sector 19 Ulwe,Mumbai"
Dealer,BHK,0,0,2,1,1,1050.019091,19.256471,72.868815,110,"Dahisar (East),Lalitpur"
Owner,BHK,0,0,3,1,1,1267.05653,31.325966,75.573641,65,"Opposite Civil Hospital,Roorkee"
Dealer,BHK,0,0,3,1,1,1150.086256,26.809242,75.741434,40,"Shyam Nagar,Jaipur"
Dealer,BHK,1,1,3,0,1,844.8442017,28.406388,77.342588,26.3,"Sector 86 Faridabad,Faridabad"
Dealer,BHK,0,1,2,1,1,1075.268817,28.583704,77.360401,100,"Sector 34 Kamothe,Lalitpur"
Dealer,BHK,0,0,2,1,1,1016.191315,19.05871,72.89969,150,"Chembur (East),Lalitpur"
Dealer,BHK,1,1,3,0,0,900.3760394,19.1615,72.8731,170,"Goregaon (East),Lalitpur"
Dealer,BHK,0,1,3,1,1,2058.11138,28.546788,77.378494,170,"Sector-107 Noida,Noida"
Dealer,BHK,1,1,4,0,1,6000,28.548382,77.327819,750,"Sector-124 Noida,Noida"
Dealer,BHK,0,0,2,1,1,950.1187648,10.526103,76.19383,36,"Ayyanthole,Thrissur"
Owner,BHK,0,0,3,1,1,2015.983872,12.9847,77.5491,280,"Rajaji Nagar,Bangalore"
Owner,BHK,0,0,2,1,1,749.4004796,21.23994,72.85652,12.5,"Amroli,Surat"
Dealer,BHK,0,1,4,1,1,3045.878546,28.47944,76.971432,160,"Sector-102 Gurgaon,Gurgaon"
Dealer,BHK,0,1,2,1,1,1303.707063,19.1145,72.8712,230,"Andheri (East),Lalitpur"
Dealer,BHK,0,1,2,1,1,936.0223873,24.69028,78.41889,97,"Kolshet Road,Lalitpur"
Dealer,BHK,0,0,2,1,1,1100.375738,26.832353,75.841749,20.5,"Jagatpura,Jaipur"
Dealer,BHK,0,0,2,1,1,704.0070843,13.04724,80.111421,31.8,"Karayanchavadi,Chennai"
Dealer,BHK,0,0,3,1,1,2000,9.935413,76.298608,130,"Thevara,Kochi"
Dealer,BHK,1,1,3,0,1,1678.657074,28.595305,77.347365,63,"Sector - 22 Dharuhera,Dharuhera"
Dealer,BHK,0,1,1,1,0,411.1662322,18.966114,73.148278,48.9,"New Panvel,Mumbai"
Owner,BHK,0,1,2,1,1,950.0285009,28.576117,77.382136,50,"Sector-75 Noida,Noida"
Dealer,BHK,0,0,5,1,1,4787.552364,13.04034,77.591347,480,"Hebbal,Bangalore"
Owner,BHK,0,0,1,1,1,630.2521008,18.4,76.58333,13.5,"Rudreshawar Chowk,Latur"
Dealer,BHK,0,0,3,1,1,1823.154057,18.52361,73.84778,160,"Dobarwadi,Pune"
Owner,BHK,0,0,3,1,1,2250.692521,30.594843,76.84983,65,"Dera Bassi,Chandigarh"
Owner,BHK,0,0,3,1,1,1399.941055,18.531343,73.877715,190,"band garden road,Pune"
Owner,BHK,0,0,3,1,1,1635.055592,12.96991,77.59796,100,"Sinthan Nagar,Bangalore"
Dealer,BHK,0,1,3,1,1,1896.878772,28.362327,76.979049,110,"Sector-79 Gurgaon,Gurgaon"
Dealer,BHK,0,1,3,1,1,1600,19.147866,72.932609,250,"Bhandup (West),Mumbai"
Dealer,BHK,0,0,3,1,1,1447.054818,22.53028,88.33417,85,"New Alipore,Kolkata"
Owner,BHK,0,0,3,1,1,1640.112465,12.846186,77.693554,70,"Gulimangala,Bangalore"
Dealer,BHK,1,1,2,0,1,1110.053917,24.69028,78.41889,70,"Taloja,Lalitpur"
Dealer,BHK,0,1,4,1,1,3333.333333,28.526624,77.376718,250,"Sector-108 Noida,Noida"
Dealer,BHK,0,1,3,1,1,2708.070049,12.8682,77.5321,300,"Talaghattapura,Bangalore"
Owner,BHK,0,1,1,1,1,410.0461302,26.781748,81.006714,16,"Sushant Golf City,Lucknow"
Dealer,BHK,0,0,3,1,1,1512.401694,20.029201,73.787918,100,"Tulaja Bhawani Nagar,Pune"
Dealer,BHK,0,0,2,1,1,912.0620202,19.216097,72.821721,120,"Sector 8 Airoli,Mumbai"
Dealer,BHK,0,0,2,1,1,795.097423,21.19233,79.062102,25.3,"Shree Ananth Nagar Layout,Bangalore"
Builder,BHK,1,1,1,0,0,443.5607219,18.440853,73.90536,29,"Pisoli,Maharashtra"
Dealer,BHK,0,0,3,1,1,1350.121359,12.96991,77.59796,44.5,"Ananth Nagar,Bangalore"
Dealer,BHK,0,0,4,1,1,4000,12.96991,77.59796,400,"2nd Block Bel Layout,Bangalore"
Dealer,BHK,0,0,3,1,1,4769.230769,21.174686,79.045846,310,"KT Nagar,Lalitpur"
Owner,BHK,0,0,3,1,1,1897.278651,12.96991,77.59796,99,"Akshayanagara East,Bangalore"
Dealer,BHK,0,0,1,1,1,705.0092764,19.049989,73.077321,57,"Sector 19 Kamothe,Lalitpur"
Dealer,BHK,1,1,3,0,1,1510.989011,12.86,77.786,110,"Sarjapur Road,Bangalore"
Dealer,BHK,0,0,2,1,1,643.8113633,19.18,72.96333,120,"Thane West,Mumbai"
Owner,BHK,1,0,2,0,1,1100.208147,20.100361,79.103607,37,"Omkar Nagar,Nagpur"
Dealer,BHK,0,0,1,1,1,650.0691563,19.148338,72.995687,47,"Sector 5 Ulwe,Maharashtra"
Dealer,BHK,1,1,1,0,0,502.6315789,12.9182,80.0824,19.1,"New perungalathur,Chennai"
Dealer,BHK,1,0,2,0,1,999.6895374,19.2167,73.0833,64.4,"Dombivli (East),Lalitpur"
Dealer,BHK,1,1,1,0,0,628.9308176,13.11389,77.59833,37,"Yelahanka,Bangalore"
Owner,BHK,0,0,3,1,1,1050.228311,23.507414,87.395907,23,"Gopalpur,Durgapur"
Dealer,BHK,0,0,2,1,1,1225.186104,18.52361,73.84778,79,"Kaspate Vasti,Pune"
Dealer,BHK,0,0,3,1,1,1473.005999,22.54111,88.33778,66.3,"Nager Bazar,Kolkata"
Owner,BHK,0,0,2,1,1,1250,20.167837,72.77484,24,"Umbergaon,Valsad"
Owner,BHK,0,0,3,1,1,1614.797416,12.890308,74.833347,55,"Ladyhill,Mangalore"
Owner,BHK,0,0,1,1,1,533.0243337,13.09,80.27,23,"Paruthipet,Chennai"
Dealer,BHK,0,0,4,1,1,2754.820937,22.529,88.368,470,"Ballygunge,Kolkata"
Dealer,BHK,0,0,2,1,1,772.4137931,23.554673,87.274204,22.4,"Benachity,Durgapur"
Owner,BHK,0,0,2,1,1,900.116144,21.15389,79.08306,31,"Ganeshpeth Colony,Nagpur"
Dealer,BHK,0,0,1,1,1,674.9662517,19.2836,72.8675,45,"Mira Road East,Lalitpur"
Dealer,BHK,0,0,3,1,1,1773.049645,28.9196,76.8972,120,"Ahinsa Khand 1,Ghaziabad"
Owner,BHK,0,0,3,1,1,1200,26.91667,75.86667,45,"Chitrakoot,Jaipur"
Dealer,BHK,0,1,3,1,1,2015.503876,26.781748,81.006714,78,"Sushant Golf City,Lucknow"
Owner,BHK,0,0,2,1,1,1075.05864,28.577673,77.389781,55,"Sector-74 Noida,Noida"
Dealer,BHK,1,0,3,0,1,1190.322581,26.736714,88.447713,36.9,"Bankim Nagar,Siliguri"
Dealer,BHK,0,0,3,1,1,1220.886551,22.403867,88.470006,65,"Garia,Kolkata"
Dealer,BHK,0,0,2,1,1,1199.944189,30.689021,76.860403,86,"Mdc Sector-4,Panchkula"
Dealer,BHK,0,0,3,1,1,1700.15456,28.582887,77.339935,110,"Sector-25 Noida,Noida"
Owner,BHK,0,0,2,1,1,875.1608752,17.68333,75.91667,34,"laxmipet,Solapur"
Dealer,BHK,0,0,3,1,1,1518.151815,12.896796,77.5724,92,"Kanakpura Road,Bangalore"
Dealer,BHK,0,0,1,1,1,739.9817851,18.558319,73.77588,65,"Baner,Pune"
Dealer,BHK,1,1,1,0,0,389.5585889,19.161955,72.839616,87.9,"Goregaon (West),Mumbai"
Owner,BHK,0,0,2,1,1,1350.154936,9.930471,76.271273,61,"Thrikkakara,Kochi"
Dealer,BHK,1,1,3,0,1,1679.966401,28.429614,77.481711,120,"Sector-150 Noida,Noida"
Dealer,BHK,0,0,5,1,1,5873.586394,12.935541,77.680684,670,"Kariyammana Agrahara,Bangalore"
Dealer,BHK,0,1,2,1,1,1044.045677,19.1759,72.9522,160,"Mulund (West),Mumbai"
Dealer,BHK,1,0,3,0,1,1350.024546,21.178534,79.646656,55,"Friends Colony,Nagpur"
Dealer,BHK,0,0,3,1,1,1954.686806,28.9196,76.8972,88,"Vaibhav Khand,Ghaziabad"
Dealer,BHK,0,0,2,1,1,1500,22.328394,73.176639,48,"Nizampura,Vadodara"
Dealer,BHK,0,0,2,1,1,1192.307692,26.265915,73.004593,62,"Shastri Nagar,Bhubaneswar"
Owner,BHK,0,0,3,1,1,1000,23.280294,77.365731,40,"Lalghati,Bhopal"
Dealer,BHK,0,1,3,1,0,1556.247221,22.288976,73.128222,35,"Bhayli,Vadodara"
Dealer,BHK,1,1,2,0,0,514.9738552,24.69028,78.41889,130,"Kalina,Lalitpur"
Dealer,BHK,0,1,2,1,1,1072.194425,28.698133,77.335746,30,"Bhopura,Ghaziabad"
Dealer,BHK,0,1,3,1,1,1626.898048,24.69028,78.41889,180,"Manpada,Lalitpur"
Owner,BHK,0,0,2,1,1,700.1647446,21.163131,81.306849,17,"Borsi,Durg"
Dealer,BHK,0,0,3,1,1,1336.184773,13.114624,80.188519,78.1,"Korattur,Chennai"
